1009,"Blount County, Alabama",62,51,968,7683,31402
1009,"Blount County, Alabama",71,9,51,137,960
1009,"Blount County, Alabama",72,41,639,1749,7619
1009,"Blount County, Alabama",81,100,573,2700,11572
1009,"Blount County, Alabama",99,3,3,,40
1011,"Bullock County, Alabama",0,108,,,
1011,"Bullock County, Alabama",11,11,,,
1011,"Bullock County, Alabama",22,2,,,
1011,"Bullock County, Alabama",23,4,,,
1011,"Bullock County, Alabama",31-33,4,,,
1011,"Bullock County, Alabama",42,4,6,28,136
1011,"Bullock County, Alabama",44-45,22,226,1198,5017
1011,"Bullock County, Alabama",48-49,2,,,
1011,"Bullock County, Alabama",51,4,,,
1011,"Bullock County, Alabama",52,4,,,
1011,"Bullock County, Alabama",53,4,,,
1011,"Bullock County, Alabama",54,4,,170,872
1011,"Bullock County, Alabama",55,1,,,
1011,"Bullock County, Alabama",56,2,,,
1011,"Bullock County, Alabama",61,1,,,
1011,"Bullock County, Alabama",62,14,,,
1011,"Bullock County, Alabama",71,2,,,
1011,"Bullock County, Alabama",72,7,93,274,1152
1011,"Bullock County, Alabama",81,16,,134,567
1013,"Butler County, Alabama",0,408,5920,40365,181340
1013,"Butler County, Alabama",11,20,,1932,8364
1013,"Butler County, Alabama",22,3,,,
1013,"Butler County, Alabama",23,29,254,2556,14636
1013,"Butler County, Alabama",31-33,19,1327,10772,53120
1013,"Butler County, Alabama",42,14,,496,2669
1013,"Butler County, Alabama",44-45,101,926,5033,20782
1013,"Butler County, Alabama",48-49,9,339,2899,12262
1013,"Butler County, Alabama",51,10,,,
1013,"Butler County, Alabama",52,33,140,1154,4759
1013,"Butler County, Alabama",53,16,24,205,685
1013,"Butler County, Alabama",54,19,56,423,1962
1013,"Butler County, Alabama",55,1,,,
1013,"Butler County, Alabama",56,9,,,
1013,"Butler County, Alabama",61,3,,,
1013,"Butler County, Alabama",62,40,,7645,30954
1013,"Butler County, Alabama",71,6,,,
1013,"Butler County, Alabama",72,36,734,2081,8711
1013,"Butler County, Alabama",81,38,138,779,3218
1013,"Butler County, Alabama",99,2,,,
1015,"Calhoun County, Alabama",0,2309,35096,271659,1137129
1015,"Calhoun County, Alabama",11,12,49,450,2130
1015,"Calhoun County, Alabama",21,2,,,
1015,"Calhoun County, Alabama",22,13,,,
1015,"Calhoun County, Alabama",23,130,716,5752,26755
1015,"Calhoun County, Alabama",31-33,112,5854,68107,285383
1015,"Calhoun County, Alabama",42,103,2015,21078,82298
1015,"Calhoun County, Alabama",44-45,455,6129,34914,140846
1015,"Calhoun County, Alabama",48-49,69,796,7011,31248
1015,"Calhoun County, Alabama",51,31,,,
1015,"Calhoun County, Alabama",52,180,912,10653,42113
1015,"Calhoun County, Alabama",53,77,298,2023,8809
1015,"Calhoun County, Alabama",54,171,1013,9042,36251
1015,"Calhoun County, Alabama",55,17,,1699,6314
1015,"Calhoun County, Alabama",56,82,3055,19944,88640
1015,"Calhoun County, Alabama",61,13,558,2881,12793
1015,"Calhoun County, Alabama",62,268,6106,53283,231763
1015,"Calhoun County, Alabama",71,23,173,579,2493
1015,"Calhoun County, Alabama",72,234,4769,14191,58919
1015,"Calhoun County, Alabama",81,314,1665,8616,35985
1015,"Calhoun County, Alabama",99,3,,,90
1017,"Chambers County, Alabama",0,536,5989,43971,183030
1017,"Chambers County, Alabama",11,17,164,1480,6442
1017,"Chambers County, Alabama",22,6,77,1256,5325
1017,"Chambers County, Alabama",23,44,142,957,4529
1017,"Chambers County, Alabama",31-33,21,1491,15069,61759
1017,"Chambers County, Alabama",42,15,110,993,4823
1017,"Chambers County, Alabama",44-45,111,1123,6253,25519
1017,"Chambers County, Alabama",48-49,11,,,
1017,"Chambers County, Alabama",51,7,96,726,2841
1017,"Chambers County, Alabama",52,30,,1402,5909
1017,"Chambers County, Alabama",53,14,35,183,851
1017,"Chambers County, Alabama",54,35,160,1491,6135
1017,"Chambers County, Alabama",56,16,96,598,2936
1017,"Chambers County, Alabama",61,2,,,
1017,"Chambers County, Alabama",62,57,767,5602,22762
1017,"Chambers County, Alabama",71,3,,,
1017,"Chambers County, Alabama",72,48,630,2024,8031
1017,"Chambers County, Alabama",81,96,348,1365,5943
1017,"Chambers County, Alabama",99,3,2,3,62
1019,"Cherokee County, Alabama",0,357,3714,26601,114369
1019,"Cherokee County, Alabama",11,8,56,517,1762
1019,"Cherokee County, Alabama",22,3,,,
1019,"Cherokee County, Alabama",23,25,85,562,2393
1019,"Cherokee County, Alabama",31-33,15,,,
1019,"Cherokee County, Alabama",42,15,77,688,2903
1019,"Cherokee County, Alabama",44-45,87,838,4756,19343
1019,"Cherokee County, Alabama",48-49,13,87,611,2736
1019,"Cherokee County, Alabama",51,4,29,334,1326
1019,"Cherokee County, Alabama",52,28,125,1190,4727
1019,"Cherokee County, Alabama",53,14,47,484,2511
1019,"Cherokee County, Alabama",54,20,,454,1887
1019,"Cherokee County, Alabama",55,1,,,
1019,"Cherokee County, Alabama",56,13,49,204,1016
1019,"Cherokee County, Alabama",62,35,435,4362,16818
1019,"Cherokee County, Alabama",71,4,,42,175
1019,"Cherokee County, Alabama",72,33,390,1120,4768
1019,"Cherokee County, Alabama",81,39,245,879,3801
1021,"Chilton County, Alabama",0,721,7259,52470,225669
1021,"Chilton County, Alabama",11,14,157,1411,5718
1021,"Chilton County, Alabama",21,2,,,
1021,"Chilton County, Alabama",22,7,,,
1021,"Chilton County, Alabama",23,73,533,3981,18930
1021,"Chilton County, Alabama",31-33,40,1774,16980,74140
1021,"Chilton County, Alabama",42,28,325,3083,12199
1021,"Chilton County, Alabama",44-45,148,1455,8382,35027
1021,"Chilton County, Alabama",48-49,34,206,1427,6007
1021,"Chilton County, Alabama",51,9,,709,2732
1021,"Chilton County, Alabama",52,53,230,2152,8229
1021,"Chilton County, Alabama",53,21,47,250,1169
1021,"Chilton County, Alabama",54,39,100,680,2958
1021,"Chilton County, Alabama",55,1,,,
1021,"Chilton County, Alabama",56,17,,,
1021,"Chilton County, Alabama",61,1,,,
1021,"Chilton County, Alabama",62,70,677,5355,23848
1021,"Chilton County, Alabama",71,4,49,200,786
1021,"Chilton County, Alabama",72,47,736,2301,9827
1021,"Chilton County, Alabama",81,111,497,2105,9040
1021,"Chilton County, Alabama",99,2,,,
1023,"Choctaw County, Alabama",0,248,2918,36273,141226
1023,"Choctaw County, Alabama",11,19,216,2257,10086
1023,"Choctaw County, Alabama",21,4,,,
1023,"Choctaw County, Alabama",22,2,,,
1023,"Choctaw County, Alabama",23,10,149,1401,6147
1023,"Choctaw County, Alabama",31-33,5,,,
1023,"Choctaw County, Alabama",42,5,,,
1023,"Choctaw County, Alabama",44-45,50,377,1820,7520
1023,"Choctaw County, Alabama",48-49,12,81,702,2973
1023,"Choctaw County, Alabama",51,5,30,302,1159
1023,"Choctaw County, Alabama",52,12,69,569,2389
1023,"Choctaw County, Alabama",53,6,16,,184
1023,"Choctaw County, Alabama",54,24,48,299,1480
1023,"Choctaw County, Alabama",55,1,,,
1023,"Choctaw County, Alabama",56,2,,,
1023,"Choctaw County, Alabama",61,2,,,
1023,"Choctaw County, Alabama",62,26,,3022,13519
1023,"Choctaw County, Alabama",71,2,,,
1023,"Choctaw County, Alabama",72,16,133,368,1361
1023,"Choctaw County, Alabama",81,44,129,648,2659
1023,"Choctaw County, Alabama",99,1,,,
1025,"Clarke County, Alabama",0,602,6999,58167,241724
1025,"Clarke County, Alabama",11,25,269,2398,10734
1025,"Clarke County, Alabama",21,3,63,530,2432
1025,"Clarke County, Alabama",22,7,,,
1025,"Clarke County, Alabama",23,24,112,779,3334
1025,"Clarke County, Alabama",31-33,25,1807,22272,97250
1025,"Clarke County, Alabama",42,13,170,1692,7096
1025,"Clarke County, Alabama",44-45,137,1511,8658,34524
1025,"Clarke County, Alabama",48-49,30,184,1702,7397
1025,"Clarke County, Alabama",51,12,66,573,2215
1025,"Clarke County, Alabama",52,64,,4326,15884
1025,"Clarke County, Alabama",53,17,50,301,1265
1025,"Clarke County, Alabama",54,31,77,555,2094
1025,"Clarke County, Alabama",55,1,,,
1025,"Clarke County, Alabama",56,13,130,1152,4856
1025,"Clarke County, Alabama",61,4,,,
1025,"Clarke County, Alabama",62,58,943,7723,30215
1025,"Clarke County, Alabama",71,6,,35,171
1025,"Clarke County, Alabama",72,51,741,1929,8117
1025,"Clarke County, Alabama",81,79,346,1538,6000
1025,"Clarke County, Alabama",99,2,,,
1027,"Clay County, Alabama",0,187,3125,22309,90477
1027,"Clay County, Alabama",11,12,49,356,1520
1027,"Clay County, Alabama",22,4,,,
1027,"Clay County, Alabama",23,12,43,319,1839
1027,"Clay County, Alabama",31-33,9,1615,12424,50709
1027,"Clay County, Alabama",42,5,,235,877
1027,"Clay County, Alabama",44-45,41,292,1276,5404
1027,"Clay County, Alabama",48-49,11,118,860,3409
1027,"Clay County, Alabama",51,3,,,
1027,"Clay County, Alabama",52,10,89,930,3914
1027,"Clay County, Alabama",53,8,22,49,216
1027,"Clay County, Alabama",54,11,55,395,1326
1027,"Clay County, Alabama",55,1,,,
1027,"Clay County, Alabama",56,3,,,
1027,"Clay County, Alabama",61,3,,,
1027,"Clay County, Alabama",62,22,493,3759,14507
1027,"Clay County, Alabama",71,2,,,
1027,"Clay County, Alabama",72,10,114,284,1167
1027,"Clay County, Alabama",81,20,,416,1715
1029,"Cleburne County, Alabama",0,161,1750,15893,72714
1029,"Cleburne County, Alabama",11,9,21,158,1027
1029,"Cleburne County, Alabama",22,1,,,
1029,"Cleburne County, Alabama",23,15,,,
1029,"Cleburne County, Alabama",31-33,9,323,3427,14040
1029,"Cleburne County, Alabama",42,4,26,200,807
1029,"Cleburne County, Alabama",44-45,36,262,1888,8312
1029,"Cleburne County, Alabama",48-49,10,15,242,721
1029,"Cleburne County, Alabama",51,2,,,
1029,"Cleburne County, Alabama",52,10,58,542,2194
1029,"Cleburne County, Alabama",53,4,,,
1029,"Cleburne County, Alabama",54,10,22,114,300
1029,"Cleburne County, Alabama",56,3,,,
1029,"Cleburne County, Alabama",62,12,75,497,1980
1029,"Cleburne County, Alabama",71,1,,,
1029,"Cleburne County, Alabama",72,12,149,,1494
1029,"Cleburne County, Alabama",81,23,92,452,2001
1031,"Coffee County, Alabama",0,966,12900,91813,395491
1031,"Coffee County, Alabama",11,7,46,332,1459
1031,"Coffee County, Alabama",22,3,,,
1031,"Coffee County, Alabama",23,82,384,2613,11767
1031,"Coffee County, Alabama",31-33,37,3179,22401,103123
1031,"Coffee County, Alabama",42,32,,,
1031,"Coffee County, Alabama",44-45,193,2273,14897,61482
1031,"Coffee County, Alabama",48-49,27,,,
1031,"Coffee County, Alabama",51,17,133,1392,5217
1031,"Coffee County, Alabama",52,82,484,4940,20991
1031,"Coffee County, Alabama",53,42,177,1048,4226
1031,"Coffee County, Alabama",54,67,431,5024,20433
1031,"Coffee County, Alabama",55,1,,,
1031,"Coffee County, Alabama",56,30,571,2798,15609
1031,"Coffee County, Alabama",61,8,59,214,1102
1031,"Coffee County, Alabama",62,98,1957,16654,68184
1031,"Coffee County, Alabama",71,9,138,320,1524
1031,"Coffee County, Alabama",72,86,1238,3918,17485
1031,"Coffee County, Alabama",81,140,761,3704,15588
1031,"Coffee County, Alabama",99,5,,69,213
1033,"Colbert County, Alabama",0,1223,20152,180833,766075
1033,"Colbert County, Alabama",11,5,,132,755
1033,"Colbert County, Alabama",21,5,,,
1033,"Colbert County, Alabama",22,1,,,
1033,"Colbert County, Alabama",23,102,1299,12685,60966
1033,"Colbert County, Alabama",31-33,104,6052,73347,305179
1033,"Colbert County, Alabama",42,79,750,8210,34062
1033,"Colbert County, Alabama",44-45,225,2875,18415,76372
1033,"Colbert County, Alabama",48-49,34,360,3715,16053
1033,"Colbert County, Alabama",51,10,,,
1033,"Colbert County, Alabama",52,94,639,6743,26067
1033,"Colbert County, Alabama",53,33,155,881,3632
1033,"Colbert County, Alabama",54,82,306,2922,12626
1033,"Colbert County, Alabama",55,7,,,
1033,"Colbert County, Alabama",56,44,2018,9738,44140
1033,"Colbert County, Alabama",61,5,52,251,1104
1033,"Colbert County, Alabama",62,122,2595,25383,110454
1033,"Colbert County, Alabama",71,17,,,
1033,"Colbert County, Alabama",72,108,1696,4889,20995
1033,"Colbert County, Alabama",81,146,921,6240,26312
1035,"Conecuh County, Alabama",0,192,2381,17297,77476
1035,"Conecuh County, Alabama",11,17,159,1489,6557
1035,"Conecuh County, Alabama",21,1,,,
1035,"Conecuh County, Alabama",22,2,,,
1035,"Conecuh County, Alabama",23,11,84,688,3203
1035,"Conecuh County, Alabama",31-33,12,501,3808,17755
1035,"Conecuh County, Alabama",42,5,,,
1035,"Conecuh County, Alabama",44-45,37,296,1248,5160
1035,"Conecuh County, Alabama",48-49,14,293,2903,12888
1035,"Conecuh County, Alabama",51,4,,,
1035,"Conecuh County, Alabama",52,8,,370,1601
1035,"Conecuh County, Alabama",53,4,,35,142
1035,"Conecuh County, Alabama",54,11,30,289,1270
1035,"Conecuh County, Alabama",56,7,,118,555
1035,"Conecuh County, Alabama",61,1,,,
1035,"Conecuh County, Alabama",62,16,276,2665,11071
1035,"Conecuh County, Alabama",71,3,,,
1035,"Conecuh County, Alabama",72,15,202,479,1943
1035,"Conecuh County, Alabama",81,23,56,265,1037
1035,"Conecuh County, Alabama",99,1,,,
1037,"Coosa County, Alabama",0,94,1127,7964,35211
1037,"Coosa County, Alabama",11,6,48,628,2509
1037,"Coosa County, Alabama",22,2,,,
1037,"Coosa County, Alabama",23,7,,,
1037,"Coosa County, Alabama",31-33,6,512,4019,17022
1037,"Coosa County, Alabama",42,6,,,
1037,"Coosa County, Alabama",44-45,18,154,750,3465
1037,"Coosa County, Alabama",48-49,6,,99,359
1037,"Coosa County, Alabama",51,1,,,
1037,"Coosa County, Alabama",52,4,11,71,301
1037,"Coosa County, Alabama",53,5,,,
1037,"Coosa County, Alabama",54,5,,166,844
1037,"Coosa County, Alabama",56,1,,,
1037,"Coosa County, Alabama",62,5,,,
1037,"Coosa County, Alabama",71,1,,,
1037,"Coosa County, Alabama",72,3,,,
1037,"Coosa County, Alabama",81,18,56,265,1116
1039,"Covington County, Alabama",0,812,10727,76785,328412
1039,"Covington County, Alabama",11,11,52,473,2251
1039,"Covington County, Alabama",21,1,,,
1039,"Covington County, Alabama",22,3,,,
1039,"Covington County, Alabama",23,75,621,4673,21991
1039,"Covington County, Alabama",31-33,29,2286,17906,78486
1039,"Covington County, Alabama",42,35,516,,17467
1039,"Covington County, Alabama",44-45,192,1801,9907,42473
1039,"Covington County, Alabama",48-49,24,,2978,12338
1039,"Covington County, Alabama",51,11,88,906,3295
1039,"Covington County, Alabama",52,64,,3395,14417
1039,"Covington County, Alabama",53,29,,814,3659
1039,"Covington County, Alabama",54,70,296,2258,10264
1039,"Covington County, Alabama",55,1,,,
1039,"Covington County, Alabama",56,25,,2630,11662
1039,"Covington County, Alabama",61,3,,,
1039,"Covington County, Alabama",62,86,1664,12466,52821
1039,"Covington County, Alabama",71,12,,180,1070
1039,"Covington County, Alabama",72,53,844,2188,9197
1039,"Covington County, Alabama",81,88,551,2808,11467
1041,"Crenshaw County, Alabama",0,206,3144,22605,106170
1041,"Crenshaw County, Alabama",11,16,109,919,4488
1041,"Crenshaw County, Alabama",21,1,,,
1041,"Crenshaw County, Alabama",22,2,,,
1041,"Crenshaw County, Alabama",23,17,97,675,3791
1041,"Crenshaw County, Alabama",31-33,7,1243,9648,50255
1041,"Crenshaw County, Alabama",42,11,368,2776,12657
1041,"Crenshaw County, Alabama",44-45,35,241,1311,5395
1041,"Crenshaw County, Alabama",48-49,18,131,913,4559
1041,"Crenshaw County, Alabama",51,1,,,
1041,"Crenshaw County, Alabama",52,16,98,1004,4028
1041,"Crenshaw County, Alabama",53,7,,,
1041,"Crenshaw County, Alabama",54,13,29,229,929
1041,"Crenshaw County, Alabama",55,1,,,
1041,"Crenshaw County, Alabama",56,4,,,
1041,"Crenshaw County, Alabama",61,1,,,
1041,"Crenshaw County, Alabama",62,15,476,3428,13269
1041,"Crenshaw County, Alabama",71,1,,,
1041,"Crenshaw County, Alabama",72,12,178,399,1708
1041,"Crenshaw County, Alabama",81,28,86,393,1590
1043,"Cullman County, Alabama",0,1698,22880,190272,799747
1043,"Cullman County, Alabama",11,15,101,814,3749
1043,"Cullman County, Alabama",21,2,,,
1043,"Cullman County, Alabama",22,6,,,
1043,"Cullman County, Alabama",23,161,1350,11288,54339
1043,"Cullman County, Alabama",31-33,104,4874,51127,216737
1043,"Cullman County, Alabama",42,103,946,9676,41658
1043,"Cullman County, Alabama",44-45,328,3598,21059,85402
1043,"Cullman County, Alabama",48-49,81,,,
1043,"Cullman County, Alabama",51,19,223,2586,10289
1043,"Cullman County, Alabama",52,114,793,11797,47160
1043,"Cullman County, Alabama",53,57,175,1373,5776
1043,"Cullman County, Alabama",54,109,431,3459,14744
1043,"Cullman County, Alabama",55,4,,,
1043,"Cullman County, Alabama",56,52,951,5863,27031
1043,"Cullman County, Alabama",61,8,85,402,1759
1043,"Cullman County, Alabama",62,188,3430,31517,132491
1043,"Cullman County, Alabama",71,14,,263,1325
1043,"Cullman County, Alabama",72,126,2519,8096,34024
1043,"Cullman County, Alabama",81,203,1259,6796,28093
1043,"Cullman County, Alabama",99,4,,,117
1045,"Dale County, Alabama",0,758,10973,121187,502774
1045,"Dale County, Alabama",11,11,89,724,3079
1045,"Dale County, Alabama",22,8,99,1742,6757
1045,"Dale County, Alabama",23,57,628,5042,24189
1045,"Dale County, Alabama",31-33,24,476,4648,19669
1045,"Dale County, Alabama",42,20,175,1279,5406
1045,"Dale County, Alabama",44-45,144,1253,6884,28254
1045,"Dale County, Alabama",48-49,26,,,
1045,"Dale County, Alabama",51,8,,,
1045,"Dale County, Alabama",52,46,242,3505,14749
1045,"Dale County, Alabama",53,31,,1854,5943
1045,"Dale County, Alabama",54,89,1018,12372,50542
1045,"Dale County, Alabama",55,7,,,
1045,"Dale County, Alabama",56,33,224,2053,8141
1045,"Dale County, Alabama",61,10,220,3220,12287
1045,"Dale County, Alabama",62,51,1241,11756,47239
1045,"Dale County, Alabama",71,5,,120,510
1045,"Dale County, Alabama",72,85,1067,3423,14466
1045,"Dale County, Alabama",81,102,522,2275,9106
1045,"Dale County, Alabama",99,1,,,
1047,"Dallas County, Alabama",0,743,10056,81584,334491
1047,"Dallas County, Alabama",11,14,55,654,3031
1047,"Dallas County, Alabama",21,2,,,
1047,"Dallas County, Alabama",22,5,116,1859,7339
1047,"Dallas County, Alabama",23,48,458,3383,17384
1047,"Dallas County, Alabama",31-33,36,2741,31760,123055
1047,"Dallas County, Alabama",42,27,218,2668,9994
1047,"Dallas County, Alabama",44-45,172,1674,9616,38633
1047,"Dallas County, Alabama",48-49,13,,567,2468
1047,"Dallas County, Alabama",51,9,90,1050,4331
1047,"Dallas County, Alabama",52,52,,3391,13389
1047,"Dallas County, Alabama",53,27,79,455,2116
1047,"Dallas County, Alabama",54,47,204,1292,5811
1047,"Dallas County, Alabama",55,1,,,
1047,"Dallas County, Alabama",56,23,269,1964,8638
1047,"Dallas County, Alabama",61,7,302,1500,5840
1047,"Dallas County, Alabama",62,102,1880,15111,64105
1047,"Dallas County, Alabama",71,8,,,
1047,"Dallas County, Alabama",72,50,838,2314,11899
1047,"Dallas County, Alabama",81,97,673,3497,14217
1047,"Dallas County, Alabama",99,3,,,
1049,"DeKalb County, Alabama",0,1065,17391,131843,554493
1049,"DeKalb County, Alabama",11,5,,82,315
1049,"DeKalb County, Alabama",21,2,,,
1049,"DeKalb County, Alabama",22,2,,,
1049,"DeKalb County, Alabama",23,66,444,3783,17625
1049,"DeKalb County, Alabama",31-33,104,6909,63555,260385
1049,"DeKalb County, Alabama",42,43,525,4565,19777
1049,"DeKalb County, Alabama",44-45,250,2311,13160,56649
1049,"DeKalb County, Alabama",48-49,31,619,5017,20958
1049,"DeKalb County, Alabama",51,12,,2397,9897
1049,"DeKalb County, Alabama",52,86,459,3949,16027
1049,"DeKalb County, Alabama",53,22,,920,4041
1049,"DeKalb County, Alabama",54,66,363,2627,11864
1049,"DeKalb County, Alabama",55,3,44,267,1120
1049,"DeKalb County, Alabama",56,38,669,2928,13841
1049,"DeKalb County, Alabama",61,4,72,253,1023
1049,"DeKalb County, Alabama",62,125,2493,19350,81493
1049,"DeKalb County, Alabama",71,11,,222,923
1049,"DeKalb County, Alabama",72,93,1568,4981,23343
1049,"DeKalb County, Alabama",81,102,425,2086,8838
1051,"Elmore County, Alabama",0,1142,14684,112065,466787
1051,"Elmore County, Alabama",11,9,67,805,3550
1051,"Elmore County, Alabama",21,3,,,
1051,"Elmore County, Alabama",22,14,131,2179,9002
1051,"Elmore County, Alabama",23,130,882,7778,34007
1051,"Elmore County, Alabama",31-33,55,2787,33044,133032
1051,"Elmore County, Alabama",42,41,291,2758,12216
1051,"Elmore County, Alabama",44-45,206,2868,16329,66650
1051,"Elmore County, Alabama",48-49,21,144,1434,5006
1051,"Elmore County, Alabama",51,9,93,1329,5224
1051,"Elmore County, Alabama",52,76,406,4045,16466
1051,"Elmore County, Alabama",53,48,143,956,4351
1051,"Elmore County, Alabama",54,100,373,3360,14632
1051,"Elmore County, Alabama",55,2,,,
1051,"Elmore County, Alabama",56,42,320,2439,12556
1051,"Elmore County, Alabama",61,8,357,2020,8086
1051,"Elmore County, Alabama",62,111,2126,15269,62512
1051,"Elmore County, Alabama",71,13,,,
1051,"Elmore County, Alabama",72,106,1692,5061,22384
1051,"Elmore County, Alabama",81,146,938,4493,18785
1051,"Elmore County, Alabama",99,2,,,
1053,"Escambia County, Alabama",0,727,9942,83731,338897
1053,"Escambia County, Alabama",11,20,209,2077,8594
1053,"Escambia County, Alabama",21,6,185,1907,10217
1053,"Escambia County, Alabama",22,8,95,1398,5527
1053,"Escambia County, Alabama",23,61,,2923,13166
1053,"Escambia County, Alabama",31-33,36,2025,27297,107615
1053,"Escambia County, Alabama",42,23,142,2126,6961
1053,"Escambia County, Alabama",44-45,165,1829,9499,36376
1053,"Escambia County, Alabama",48-49,18,499,5047,20792
1053,"Escambia County, Alabama",51,18,167,1892,6239
1053,"Escambia County, Alabama",52,65,443,4236,17141
1053,"Escambia County, Alabama",53,19,69,358,1664
1053,"Escambia County, Alabama",54,43,159,1373,6033
1053,"Escambia County, Alabama",55,5,75,653,2767
1053,"Escambia County, Alabama",56,19,147,1107,4443
1053,"Escambia County, Alabama",61,1,,,
1053,"Escambia County, Alabama",62,62,1143,9341,40471
1053,"Escambia County, Alabama",71,5,105,322,1432
1053,"Escambia County, Alabama",72,57,,,
1053,"Escambia County, Alabama",81,96,405,1825,7520
1055,"Etowah County, Alabama",0,1995,28573,222385,934985
